Cueanexo,Nombre,id_departamento,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario
260026200,MICHAEL DAVIES JONES,26042,,,1.0,
260026300,Florentino Ameghino,26028,,1.0,1.0,
260026400,ESCUELA PARA JÓVENES Y ADULTOS Nº 609,26042,,,,
260026500,Instituto Superior de Formación Policial Nº 811 “Comisario General Juan Gustavo Boyd”,26077,,,,
260026600,MAESTRA ADELAIDA MERCEDES BECERRA,26077,,,,
260026700,Manuel Belgrano,26007,,,1.0,
260026900,ESCUELA MUTUALISTA A.M.S.E.,26007,,1.0,1.0,
260027000,Península Valdes,26007,,,1.0,
260027100,ARMADA ARGENTINA,26007,,,1.0,
260027200,A.R.A. PUNTA MEDANOS,26021,,,1.0,
260027300,ESCUELA PROVINCIAL N° 171 CARREROS PATAGÓNICOS,26021,,,1.0,
260027400,COLEGIO TÉCNICO Nº 707 CIUDAD DE YAPEYU,26021,,,,1.0
260027500,MARÍA EVA DUARTE,26021,,,,
260027600,PRÓSPERO PALAZZO,26021,,,,1.0
260027601,PRÓSPERO PALAZZO,26021,,,,
260027700,Juan María Gutierrez,26091,,,1.0,
260027800,ESCUELA DE NIVEL INICIAL Nº 411,26091,,1.0,,
260027900,ESCUELA AGROPECUARIA N ° 725,26091,,,,1.0
260028000,Independencia,26091,,,1.0,
260028100,TENIENTE CORONEL MARCELO ARCE,26091,,,1.0,
260028200,25 DE MAYO,26084,,,1.0,
260028300,INSTITUTO WILLIAM CASE MORRIS,26042,,,,1.0
260028400,ESCUELA PARA JÓVENES Y ADULTOS Nº 614,26021,,,,
260028500,INSTITUTO LEONARDO DA VINCI,26021,,,1.0,1.0
260028600,119 NICOLAS AVELLANEDA,26021,,,1.0,
260028700,ESCUELA DE NIVEL INICIAL Nº 428,26021,,1.0,,
260028900,ESTRELLA DE MAR,26021,,,1.0,
260029000,ESCUELA ESPECIAL Nº 513,26042,,,,
260029100,INSTITUTO CAMWY,26042,,,,1.0
260029200,ESCUELA AGROTÉCNICA Nº 733 BENITO OWEN,26042,,,,1.0
260029300,Abraham Matthews,26042,,1.0,1.0,
260029400,MAIR AP IWAN DE ROBERTS,26042,1.0,1.0,,
260029500,Provincia De La Pampa,26070,,,1.0,
260029600,EDWIN ROBERTS,26077,,,1.0,
260029700,KIMIL AYELEN,26077,,1.0,,
260029701,ANEXO ESCUELA Nº 429,26077,,1.0,,
260029800,RAÚL B. DÍAZ,26077,,,1.0,
260029900,AMUYEN,26077,,1.0,,
260029901,AMUYEN,26077,,1.0,,
260030000,AYELEN RUKA,26077,,,1.0,
260030200,Escuela de Nivel Inicial Nº 405,26077,1.0,1.0,,
260030202,ESCUELA DE NIVEL INICIAL N° 405,26077,,1.0,,
260030300,SUYAY HUE,26077,,,1.0,
260030400,INSTITUTO DON BOSCO,26077,,1.0,1.0,
260030500,ESCUELA Nº 130,26042,,1.0,1.0,
260030600,VALLE DE INMIGRANTES,26042,,,1.0,
260030700,INSTITUTO MARÍA AUXILIADORA,26077,,1.0,1.0,
260030800,RAQUEL CHATTAH DE BEC,26077,,,,1.0
260030900,General José De San Martín,26077,,,1.0,
260031000,PEUMAYEN,26021,,1.0,,
260031200,ESCUELA PARA JÓVENES Y ADULTOS Nº 607,26007,,,,
260031300,Ranquil Huao,26014,,,1.0,
260031500,Dr. Carlos Madariaga,26021,,,1.0,
260031600,CIUDAD DE ROSARIO,26084,,,1.0,
260031700,ESCUELA ADVENTISTA FRANCISCO RAMOS MEJÍA,26021,,1.0,1.0,
260031800,MONIGOTE,26021,1.0,1.0,,
260031900,Justo José De Urquiza,26028,,,1.0,
260032000,13 DE JULIO,26077,,,1.0,
260032100,RUCA ANAI,26077,,,1.0,
260032200,HÉROES DE MALVINAS,26077,,,1.0,
260032400,PUERTAS AL MAR,26077,,,1.0,
260032500,JULIAN MURGA,26077,,,1.0,
260032600,Francisco Pascasio Moreno,26007,,,1.0,
260032700,ESCUELA DE NIVEL INICIAL Nº 416,26021,,1.0,,
260032800,ESCUELA DE NIVEL INICIAL Nº 417,26021,,1.0,,
260032900,Loma Grande,26077,,1.0,1.0,
260033000,John Carrog Jones,26077,,1.0,1.0,
260033100,427 Aukantü,26077,,1.0,,
260033300,Comodoro Luís Py,26007,,1.0,1.0,
260033400,ESCUELA PARA JÓVENES Y ADULTOS Nº 610,26021,,,,
260033500,ESCUELA ESPECIAL PARA CIEGOS Y DISMINUIDOS VISUALES Nº 515,26021,,,,
260033600,EDITH LITWIN ISFD N° 802,26021,,,,
260033700,Vicente Calderón,26014,1.0,1.0,1.0,
260033800,Escuela Nº 80,26014,,,1.0,
260033900,DR. ATILIO O. VIGLIONES Nº 201,26077,,,1.0,
260034000,Almirante Guillermo Brown,26021,,,1.0,
260034300,ABRACADABRA,26021,1.0,1.0,,
260034500,ANTÁRTIDA ARGENTINA,26021,,,1.0,
260034900,EL JARDÍN DE FRUTILLITAS,26007,1.0,1.0,,
260035100,INSTITUTO GOBERNADOR FONTANA,26091,,,,1.0
260035200,Escuela Provincial  Nº 14,26091,,1.0,1.0,
260035300,Escuela Nº 88,26098,,,1.0,
260035500,COLEGIO N° 758,26035,,,,1.0
260035600,SOFIA KRAISELBURD,26035,,,1.0,
260035700,Martín Miguel De Güemes,26056,,1.0,1.0,
260035900,MANUEL MILLAGUALA,26035,,1.0,1.0,
260036100,ANTONIO ÑANCULEF,26035,,1.0,1.0,
260036300,Manuel Belgrano,26035,,,1.0,
260036400,Ingeniero Emilio Frey,26035,,1.0,1.0,
260036500,Nº764 Tte 1º ROBERTO NESTOR ESTEVEZ,26021,,,,
260036600,INSTITUTO AUSTRAL DE ENSEÑANZA,26021,,,1.0,
260036700,CONSTITUCIÓN DE LA PROVINCIA DEL CHUBUT,26077,,,1.0,
260036800,COLEGIO BILINGÜE ABRAHAM LINCOLN SCHOOL,26021,,,1.0,
260036900,ESCUELA INTEGRAL MARIANO MORENO,26021,,,1.0,
260037000,Fray Luis Beltran,26021,,,1.0,
260037100,ESCUELA DE NIVEL INICIAL Nº 430,26007,,1.0,,
260037200,MANUEL DEL VILLAR,26007,,,1.0,
260037300,ESCUELA MUNICIPAL N° 1 VICTOR A. MORON,26007,,,1.0,
260037400,ESCUELA MUNICIPAL DE APRENDIZAJE LABORAL (E.M.A.L.) JUAN DEMONTE,26007,,,,1.0
260037500,Gabina Del Carmen Suarez De Magallanes,26021,,,1.0,
260037600,Ingeniero Luis Augusto Huergo,26021,,,1.0,
260037700,CIUDAD DEL PETRÓLEO,26021,,,,1.0
260037800,ESCUELA ESPECIAL Nº 503 PROVINCIA DE TUCUMÁN,26077,,,,
260037900,Escuela N° 157 GOBERNADOR JORGE JOSÉ GALINA,26077,,,1.0,
260038100,Puente Hendre,26077,,1.0,1.0,
260038200,MAPU PEÑI,26077,,1.0,,
260038300,ESCUELA DE LA COSTA,26007,,1.0,1.0,
260038400,DOMINGO FAUSTINO SARMIENTO,26021,,1.0,,
260038500,Tte. Gral. Julio A. Roca,26021,,,1.0,
260038600,INSTITUTO MARÍA AUXILIADORA,26021,,,1.0,
260038700,Escuela Nº 81,26014,,,1.0,
260038800,CABO BOMBERO VOLUNTARIO JUAN MANUEL PASSERINNI,26007,,,,1.0
260038900,ALFONSINA STORNI,26007,,,,1.0
260039000,MAESTRO JOSE LORENZO GONZALEZ,26077,,,,
260039100,ESCUELA DE NIVEL INICIAL Nº 423,26077,,1.0,,
260039200,Sgto. Juan Bautista Cabral,26021,,,1.0,
260039300,VELERO MIMOSA,26007,,,1.0,
260039400,CENTENARIO DE LA CIUDAD DE TRELEW,26077,,,1.0,
260039500,Comandante Luis Piedrabuena,26007,,,1.0,
260039600,PADRE JUAN MUZIO,26007,,,1.0,
260039700,GRAL. ING. ALONSO BALDRICH,26021,,,,1.0
260039800,Patagonia Argentina,26021,,,1.0,
260039900,LIBERTAD,26021,,,,1.0
260039901,LIBERTAD,26021,,,,
260040000,ESCUELA Nº 720,26077,,,,1.0
260040100,Capitán Antonio Oneto,26077,,,1.0,
260040200,CACIQUE CASIMIRO BIGÜA,26077,,,1.0,
260040300,ROSA DE COREA,26007,,,1.0,
260040500,PIEDRA LIBRE,26007,,1.0,,
260040600,MAR ARGENTINO,26021,,,1.0,
260040700,CENTINELA DE LA PATRIA,26021,,,1.0,
260040800,PBRO. IGNACIO SALOMON KOENING,26021,,,,1.0
260040801,PBRO. IGNACIO SALOMON KOENING,26021,,,,
260040900,Pla. VALDÉS PATRIMONIO NATURAL DE LA HUMANIDAD,26077,,,,1.0
260041000,ERNESTO SÁBATO,26077,,,,1.0
260041100,Teniente De Fragata Daniel Enrique Miguel,26077,,1.0,1.0,
260041200,Escuela Provincial Nº 151 De la AMistad,26077,,,1.0,
260041300,Almirante Marcos A. Zar,26077,,1.0,1.0,
260041500,I.S.F.D. N° 807 PERITO MORENO,26021,,,,
260041600,ESCUELA ADVENTISTA DR. NICOLÁS AVELLANEDA,26077,,1.0,1.0,
260041700,JUAN ABDALA CHAYEP,26035,,,,1.0
260041800,FRANCISCO EDUARDO GILARDONI,26035,,,,1.0
260041900,ESCUELA Nº 191,26035,,,1.0,
260042000,Escuela N° 74 Wolf Schcolnik,26014,,1.0,1.0,
260042100,WOLF SCHOLNIK,26007,,1.0,,
260042200,PEWMA WE,26007,1.0,1.0,,
260042300,REPÚBLICA DE COSTA RICA,26035,,,1.0,
260042400,ESCUELA DE NIVEL INICIAL N° 436,26035,,1.0,,
260042500,DR. JULIAN RIPA,26035,,,,1.0
260042600,MARIA CURIE,26077,,,1.0,
260042700,MARIA CURIE,26077,,1.0,,
260042701,ANEXO ESCUELA Nº 437 MARIA CURIE,26077,,1.0,,
260042800,PERITO FRANCISCO MORENO,26021,,,1.0,
260042900,PERITO FRANCISCO MORENO,26021,,,,1.0
260042901,PERITO FRANCISCO MORENO,26021,,,,
260043000,COLEGIO CERVANTES,26021,,,,1.0
260043100,INSTITUTO PADRE JUAN MUZIO,26077,,,,1.0
260043200,INSTITUTO SANTO DOMINGO SAVIO,26021,,,,1.0
260043300,INSTITUTO SANTO DOMINGO SAVIO,26021,,,,
260043500,INSTITUTO MARÍA AUXILIADORA,26077,,,,1.0
260043600,INSTITUTO SAN LUIS GONZAGA,26035,,,,1.0
260043700,JUANA EVANGELISTA ADARO DE ZÁRATE,26077,,,,
260043900,COLEGIO SALESIANO DEÁN FUNES,26021,,,,1.0
260044000,ESCUELA NUEVA,26077,,,,1.0
260044400,INSTITUTO MARTÍN RIVADAVIA,26021,,,,1.0
260044500,INSTITUTO DON BOSCO,26077,,,,1.0
260044600,INSTITUTO AUSTRAL DE ENSEÑANZA,26021,,,,1.0
260044700,ESCUELA DE LA COSTA,26007,,,,1.0
260044800,RUCA CHILLKATUN,26035,,,1.0,
260044900,PROF. JOSÉ MANUEL ESTRADA,26021,,,1.0,
260045000,ESCUELA HOSPITALARIA Y DOMICILIARIA Nº 306,26077,,,,
260045100,ESCUELA ESPECIAL PARA IRREGULARES MOTORES Nº 523,26035,,,,
260045700,C.F.P. Nº 651,26007,,,,
260045800,C.F.P. Nº 652,26021,,,,
260045801,C.F.P. Nº 652,26021,,,,
260045900,C.F.P. Nº 653,26077,,,,
260045901,C.F.P. Nº 653,26077,,,,
260046000,C.F.P. Nº 654,26042,,,,
260046001,C.F.P. Nº 654 ANEXO DOLAVON,26042,,,,
260046100,C.F.P. Nº 655,26035,,,,
260046101,C.F.P. Nº 655,26035,,,,
260046300,Centro Formación Profesional Nº 657,26014,,,,
260046302,C.F.P. Nº 657 ANEXO CHOLILA,26014,,,,
260046304,C.F.P. Nº 657 ANEXO EL HOYO,26014,,,,
260046400,JOSÉ TOSCHKE,26007,,,,1.0
260046500,NÉSTOR GONZÁLEZ SALVATIERRA,26035,,,,1.0
260046600,EPJA Nº 763,26077,,,,
260046700,ROCA DEL TIEMPO,26014,,,,1.0
260046800,ERNESTO CHE GUEVARA,26007,,,,
260046900,CIUDAD DEL VIENTO,26021,,,,
260047000,COLEGIO Nº 770,26021,,,,1.0
260047100,INSTITUTO MARTÍN RIVADAVIA,26021,,1.0,,
260047200,ESCUELA ESPECIAL PARA CIEGOS Y DISMINUIDOS VISUALES,26007,,,,
260047300,GRANJA MISIA PEPA,26021,1.0,1.0,,
260047700,IES nº 1801 MARÍA AUXILIADORA,26021,,,,
260048200,CENTRO DE ESTIMULACIÓN TEMPRANA COMIENZOS,26077,,,,
260048300,COLEGIO SAN JOSÉ OBRERO,26021,,,,
260048400,INSTITUTO MARÍA AUXILIADORA,26021,,,,1.0
260048600,COMODORO ENGLISH LANGUAGE INSTITUTE Nº 1806,26021,,,,
260048700,ESCUELA DE NIVEL INICIAL Nº 438,26021,,1.0,,
260048800,ESCUELA DE NIVEL INICIAL Nº 439,26021,,1.0,,
260048803,ANEXO JARDÍN DE INFANTES N° 439,26021,,1.0,,
260048900,ESCUELA DE NIVEL INICIAL Nº 444,26035,1.0,,,
260049200,PUERTA DEL SOL,26021,,1.0,,
260049300,ESCUELA DE NIVEL INICIAL Nº 443,26077,,1.0,,
260049301,ANEXO ESCUELA Nº 443,26077,,1.0,,
260049400,ESCUELA Nº 207,26077,,,1.0,
260049500,ESCUELA PARA LA VIDA,26035,,1.0,1.0,
260049501,ANEXO ESCUELA 208,26035,,,,
260049600,ESCUELA HOSPITALARIA Y DOMICILIARIA Nº 307,26091,,,,
260049700,ESCUELA DE NIVEL INICIAL Nº 441,26077,1.0,1.0,,
260049800,ESCUELA DE NIVEL INICIAL Nº 442,26077,,1.0,,
260049900,ESCUELA DE NIVEL INICIAL Nº 445,26014,,1.0,,
260050000,BOSQUE DORADO N° 446,26014,,1.0,,
260050001,ANEXO ESCUELA Nº 446,26014,,1.0,,
260050002,ANEXO ESCUELA Nº 446,26014,,1.0,,
260050100,ESCUELA ESPECIAL SENSORIAL Nº 525,26077,,,,
260050300,ESCUELANELSON MANDELA Nº 771,26077,,,,1.0
260050800,ESCUELA DE NIVEL INICIAL MUNICIPAL N° 2404,26077,1.0,,,
260050802,ESCUELA DE NIVEL INICIAL MUNICIPAL N° 2404,26077,1.0,1.0,,
260050803,ESCUELA DE NIVEL INICIAL MUNICIPAL N° 2404,26077,,1.0,,
260050804,ESCUELA DE NIVEL INICIAL MUNICIPAL Nº 2404,26077,,1.0,,
260050805,ESCUELA DE NIVEL INICIAL MUNICIPAL N.º 2404,26077,,1.0,,
260050806,ESCUELA DE NIVEL INICIAL MUNICIPAL Nº 2404,26077,1.0,1.0,,
260050807,ESCUELA DE NIVEL INICIAL MUNICIPAL Nº 2404,26077,,1.0,,
260051000,INST. DE ESTUDIOS SUPERIORES (IDES) Nº 1808,26077,,,,
260051200,SAN CAYETANO,26021,,,1.0,
260051300,ESCUELA DE NIVEL INICIAL Nº 447,26021,,1.0,,
260051400,ESCUELA ESPECIAL DE FORMACIÓN LABORAL INTEGRAL Nº 509,26077,,,,
260051500,ESCUELA ESPECIAL PARA IRREGULARES MOTORES Nº 526 MADRE TERESA DE CALCUTA,26007,,,,
260051600,C.F.P. Nº 650,26077,,,,
260051800,ESCUELA Nº 210,26035,,,1.0,
260051900,ESCUELA Nº 211,26021,,,1.0,
260052000,ESCUELA Nº 212,26049,,1.0,1.0,
260052100,MARI MARI CANAI,26007,,,1.0,
260052200,PICHI PIUQUE,26007,1.0,1.0,,
260052300,WEÑIHUE,26007,,1.0,,
260052400,ESCUELA DE NIVEL INICIAL Nº 450,26035,,1.0,,
260052500,ESCUELA DE NIVEL INICIAL Nº 451,26077,,1.0,,
260052501,Sede ENI 451,26077,,1.0,,
260052600,LIWEN,26077,,1.0,,
260052700,SAN IGNACIO DE LOYOLA,26091,,1.0,1.0,
260052800,PARAÍSO DE COLORES ENIM Nº 2405,26007,,1.0,,
260052900,ABRACADABRA,26007,,1.0,,
260053000,PICHI ÑEKUM,26007,,1.0,,
260053100,ACUARELA,26007,,1.0,,
260053300,CENTRO DE PROMOCIÓN BARRIAL LOS GRILLITOS,26021,,1.0,,
260053301,0CENTRO DE PROMOCIÓN BARRIAL SAN MARTÍN,26021,1.0,1.0,,
260053303,CENTRO DE PROMOCIÓN BARRIAL EVITA,26021,1.0,,,
260053304,CENTRO DE PROMOCIÓN BARRIAL PRÓSPERO PALAZZO,26021,1.0,1.0,,
260053305,CENTRO DE PRMOCIÓN BARRIAL DON BOSCO,26021,1.0,1.0,,
260053306,CENTRO DE PROMOCIÓN BARRIAL PRESIDENTE ORTIZ,26021,1.0,1.0,,
260053307,CENTRO DE PROMOCIÓN BARRIAL DIADEMA,26021,1.0,,,
260053309,CENTRO DE PROMOCIÓN BARRIAL ISIDRO QUIROGA,26021,1.0,1.0,,
260053310,CENTRO DE PROMOCIÓN BARRIAL 30 DE OCTUBRE,26021,1.0,,,
260053311,CENTRO DE PROMOCIÓN BARRIAL STELLA MARIS,26021,1.0,,,
260053400,COLEGIO BILINGÜE ABRAHAM LINCOLN,26021,,,,1.0
260053600,ESCUELA DE NIVEL INICIAL Nº 453,26014,,1.0,,
260053900,Oficial Subinspector Licenciada Paola Mariela Davies,26077,1.0,1.0,,
260054000,LA ESTANCIA DEL SOL,26077,1.0,1.0,,
260054300,ESCUELA DE NIVEL INICIAL  N° 454,26035,,1.0,,
260054400,ESCUELA DE NIVEL INICIAL N° 457,26007,,1.0,,
260054401,ANEXO ESCUELA Nº 457,26007,,1.0,,
260054700,ESCUELA DE NIVEL INICIAL N° 455,26035,1.0,,,
260054800,VALLE DEL GENOA,26098,,1.0,,
260055100,CTRO. DE SERV. ALTER. Y COMPL. Nº 551,26035,,,,
260055200,Centro de Servicios Alternativos y Complementarios Nº 555,26042,,,,
260055300,CTRO. DE SERV. ALTER. Y COMPL. Nº 556,26007,,,,
260055400,CTRO. DE SERV. ALTER. Y COMPL. Nº 557,26035,,,,
260055500,ESCUELA ESPECIAL PARA CIEGOS Y DISMINUIDOS VISUALES Nº 527,26035,,,,
260055600,CTRO. DE SERV. ALTER. Y COMPL. Nº 552,26077,,,,
260055700,CTRO. DE SERV. ALTER. Y COMPL. Nº 553,26077,,,,
260055800,CTRO. DE SERV. ALTER. Y COMPL. Nº 554,26021,,,,
260056000,ESCUELA BILINGÜE PUERTA DEL SOL,26035,,,,1.0
260056200,INST. SUP. DE MECÁNICA DENTAL Nº 1814,26077,,,,
260056201,INST. SUP. DE MECÁNICA DENTAL Nº 1814,26021,,,,
260056300,COLEGIO Nº 774,26014,,,,1.0
260056400,TIR HALEN,26042,,,,1.0
260056500,ESCUELA Nº 216,26077,,,1.0,
260056600,ESCUELA Nº 775,26007,,,,1.0
260056700,EMMANUEL PUEBLAS PIRES Nº 776,26077,,,,1.0
260056900,ESCUELA DE FORMACIÓN INTEGRAL Nº 528,26007,,,,
260057000,VICTORINA E. BRITAPAJA,26091,1.0,,,
260057200,ENRIQUE IGNACIO CALVO,26070,,,,1.0
260057201,ENRIQUE IGNACIO CALVO,26070,,,,
260057300,COLEGIO Nº 778,26077,,,,
260057600,CENTRO DE EDUCACIÓN FÍSICA Nº 26,26077,,,,
260057700,CRECIENDO JUNTOS,26077,1.0,1.0,,
260057800,I.S.E.T. Nº 812 ING. ESTELA MARÍA MIGUEL,26021,,,,
260057900,ESCUELA ESPECIAL Nº 529 PEUMA POUN,26077,,,,
260058000,COLEGIO ALIWEN,26042,,,,1.0
260058100,COLEGIO Nº 779,26035,,,,1.0
260058101,COLEGIO N° 779,26035,,,,
260058200,COLEGIO Nº 780,26014,,,,1.0
260058300,ESTRELLITAS DE MAR,26077,1.0,,,
260058301,ESTRELLITAS DE MAR (ANEXO RIÓ CHUBUT),26077,1.0,,,
260058400,CIUDAD DE RADA TILLY,26021,,,1.0,
260058500,ESCUELA ESPECIAL Nº 530 AYUTUN-HUE,26014,,,,
260058700,ESCUELA DE NIVEL INICIAL Nº 458,26098,,1.0,,
260058800,HUELLITAS,26007,1.0,1.0,,
260058900,RAYITO DE SOL,26084,1.0,1.0,,
260059000,DON ELADIO ZAMARREÑO,26042,,,,1.0
260059001,DON ELADIO ZAMARREÑO,26042,,,,
260059100,ESCUELA DEL SOL,26077,,,1.0,
260059200,EL JARDIN DE GWENEIRA,26077,,1.0,,
260059300,COMPLEJO EDUCATIVO EVERARDO DE CASA TILLY E.G.B. 1 Y 2,26021,,,1.0,
260059400,TILLY SUEÑOS,26021,1.0,1.0,,
260059500,COLEGIO Nº 782,26056,,,,1.0
260059600,COLEGIO Nº 783,26098,,,,1.0
260059700,DR. MARIO ABEL AMAYA,26077,,,,
260059800,CHISPITAS,26035,1.0,1.0,,
260059801,TREMÚN NEHUÉN,26035,1.0,,,
260059802,JARDN MATERNAL MUNICIPAL,26035,1.0,,,
260059900,INST. SUP. DE GASTRONOMÍA N° 1816,26077,,,,
260060000,FUNDACIÓN EDUCATIVA ESQUEL,26035,,1.0,1.0,
260060200,CTRO. DE SERV. ALTER. Y COMPL. Nº 560,26035,,,,
260060300,CTRO. DE SERV. ALTER. Y COMPL. Nº 559,26098,,,,
260060400,CTRO. DE SERV. ALTER. Y COMPL. Nº 558,26091,,,,
260060600,ESCUELA ESPECIAL DE FORMACIÓN Y CAPACITACIÓN LABORAL Nº 531,26035,,,,
260061100,"INST. DE DOCENCIA, INVESTIGACIÓN Y CAPACITACIÓN LABORAL DE LA SANIDAD Nº 1818",26077,,,,
260061101,"INST. DE DOCENCIA, INV. Y CAP. LAB. DE LA SANIDAD ARG.",26021,,,,
260061200,J.M.M.N°2415 ANEXO VESP.BICHITO DE LUZ,26077,1.0,1.0,,
260061201,JARDIN MATERNAL MUNICIPAL N°2415,26077,1.0,,,
260061202,JARDÍN MATERNAL MUNICIPAL N° 2415 ANEXO BALLENITA AZUL,26077,1.0,,,
260061203,JARDIN MATERNAL MUNICIPAL N°2415 ANEXO EVITA,26077,1.0,,,
260061204,JARDIN MATERNAL MUNICIPAL N° 2415 ANEXO  LOS AROMITOS,26077,1.0,,,
260061205,JARDÍN MATERNAL MUNICIPAL Nº2415 ARCO IRIS,26077,1.0,,,
260061206,CEMIM TUTU MARAMBA,26077,1.0,,,
260061300,JARDÍN MATERNAL MUNICIPAL Nº 2416,26014,1.0,,,
260061400,SAN JOSÉ OBRERO,26021,,,,1.0
260061500,INST. PATAGÓNICO DE CIENCIAS SOCIALES Nº 1819,26007,,,,
260061600,COLEGIO PUERTO MADRYN - F.A.P.E.,26007,,,,1.0
260061700,TROPEROS PATAGONICOS Nº785,26007,,,,1.0
260061800,COLEGIO Nº 786,26007,,,,1.0
260061900,TUTÚ MARAMBA,26091,,1.0,,
260061901,ANEXO ESC. DE NIVEL INICIAL Nº 460,26091,,1.0,,
260062000,CENTRO DE CAP. PROF. DE COSMETOLOGIA Y ESTETICA,26077,,,,
260062200,ESCUELA PADRE LUCIO SABATTI,26077,,,,1.0
260062300,JUANITO BOSCO,26021,,1.0,,
260062500,ESCUELA DE NIVEL INICIAL Nº 461,26007,,1.0,,
260062800,N° 218 EVA PERON,26021,,,1.0,
260062900,JARDIN MATERNAL EL PINGÜINITO,26007,1.0,1.0,,
260063000,FILOMENA,26007,1.0,1.0,,
260063200,ESTRELLITAS DEL SUR,26007,,1.0,,
260063300,ESCUELA DE NIVEL INICIAL Nº 463,26021,,1.0,,
260063400,ESCUELA DE NIVEL INICIAL Nº 464,26007,1.0,1.0,,
260063500,ESCUELADE NIVEL INICIAL Nº 465,26021,,1.0,,
260063600,I.S.F.D. Nº 813,26014,,,,
260063601,I.S.F.D. Nº 813- CHOLILA,26014,,,,
260063602,I.S.F.D. Nº 813 - EPUYÉN,26014,,,,
260063900,UNIDAD DE CULTURA TECNOLÓGICA E INNOVACIÓN PRODUCTIVA Nº 2,26077,,,,
260064100,KOPOS,26042,1.0,1.0,,
260064101,KOPOS,26042,,1.0,,
260064300,COLEGIO Nº 788,26014,,,,1.0
260064400,COLEGIO Nº 789,26007,,,,1.0
260064500,21 DE ENERO,26007,,,,1.0
260064600,ESCUELA  Nº 791,26035,,,,1.0
260064700,LIBERTADOR GENERAL SAN MARTÍN,26077,,,,1.0
260064800,SOLDADO SIMÓN ANTIECO Nº 793,26077,,,,1.0
260064900,HORACIO MARRAS,26042,,,,1.0
260065000,COLEGIO Nº 795,26077,,,,1.0
260065100,COLEGIO Nº 796,26021,,,,1.0
260065200,ESCUELA PROVINCIAL  Nº 797 ORIENTACION EN EDUCACION FISICA,26021,,,,1.0
260065300,COLEGIO Nº 798,26021,,,,1.0
260065400,CENTRO EDUCATIVO AGROTÉCNICO VALLE DE CHOLILA,26014,,,,1.0
260065500,PLANTA PERMANENTE DE CAMPAMENTOS EDUCATIVOS Nº 6500 DE LAGO PUELO,26014,,,,
260065600,ESCUELA MUTUALISTA A.M.S.E.,26007,,,,1.0
260065700,INSTITUTO MARÍA AUXILIADORA,26077,,,,1.0
260065800,COMPLEJO EDUCATIVO EVERARDO DE CASA TILLY,26021,,,,1.0
260065900,ESCUELA INTEGRAL MARIANO MORENO,26021,,,,1.0
260066000,ESCUELA HENDRE YSGOL YR HENDRE,26077,,1.0,,
260066001,ESCUELA HENDRE YSGOL YR HENDRE N° 1031,26077,,,1.0,
260066100,COLEGIO Nº 799,26021,,,,1.0
260066200,ESCUELA DE NIVEL INICIAL Nº 466,26056,,1.0,,
260066300,ESCUELA Nº 219,26007,,,1.0,
260066400,ESCUELA DE NIVEL INICIAL Nº 467,26021,,1.0,,
260066500,ESCUELA DE NIVEL INICIAL Nº 468,26077,,1.0,,
260066501,ESCUELA DE NIVEL INICIAL Nº 468,26077,,1.0,,
260066700,INSTITUTO BM INGLES,26021,,,,
260066900,MARÍA CALDERÓN DE LA BARCA,26077,1.0,1.0,,
260067100,C.F.P. Nº 656,26014,,,,
260067101,C.F.P. Nº 656,26014,,,,
260067103,C.F.P. Nº 656 ANEXO CUSHAMEN,26014,,,,
260067300,ESCUELA  19 DE JUNIO Nº 7701,26007,,,,
260067400,INSTITUTO SUPERIOR CONSULTAR ACADÉMICA,26021,,,,
260067500,I.S.F.D. ARTÍSTICA Nº 814,26014,,,,
260067501,I.S.F.D. ARTÍSTICA Nº 814,26014,,,,
260067600,ESCUELA Nº 220,26077,,,1.0,
260067700,CTRO. DE SERV. ALTER. Y COMPL. Nº 561,26077,,,,
260067800,CHARLES DARWIN N° 7702,26021,,,,1.0
260067900,CALETA CÓRDOVA,26021,,,,1.0
260068000,ESCUELA DE NIVEL INICIAL Nº469,26035,,1.0,,
260068100,ESCUELA DE NIVEL INICIAL Nº 470,26035,,1.0,,
260068200,ESCUELA DE NIVEL INICIAL Nº 471,26077,,1.0,,
260068300,COLEGIO PATAGÓNICO DEL SOL,26021,1.0,1.0,1.0,1.0
260068400,PLANTA PERMANENTE DE CAMPAMENTOS EDUCATIVOS Nº 6501 DE LAGO FUTALAUFQUEN,26035,,,,
260068600,MUNDO FELÌZ,26077,1.0,1.0,,
260068700,ESCUELA DE NIVEL INICIAL Nº 472,26021,,1.0,,
260068701,ANEXO ESCUELA Nº 472,26021,,1.0,,
260068800,INSTITUTO SUPERIOR GENERAL SAN MARTIN,26021,,,,
260069400,ESCUELA MANUEL BELGRANO,26021,,,1.0,
260069700,ESCUELA N° 7704 DIADEMA ARGENTINA,26021,,,,1.0
260069800,COLEGIO Nº 7705,26077,,,,1.0
260069900,CACIQUE INACAYAL,26035,,,,
260070100,PROFESORA MARÍA FERNANDA JINDRA Nº 7707,26007,,,,1.0
260070200,ESCUELA SECUNDARIA RURAL Nº 7708,26035,,,,1.0
260070201,UEM-ES N° 10 CARRENLEUFU,26056,,,,1.0
260070202,UEM-ES N° 25 LAGO FUTALAUFQUEN,26035,,,,1.0
260070203,UEM-ES N° 79 COLAN CONHUÉ,26056,,,,1.0
260070204,UEM-ES N° 98 LOS CIPRESES,26035,,,,1.0
